document,term,w
50,danger,3420
50,dcalif,3421
50,dcolo,3422
50,deliver,380
50,details,1916
50,dmaine,3423
50,dole,3424
50,dole,3424
50,done,1498
50,dont,42
50,dont,42
50,door,43
50,dramatic,2884
50,dramatic,2884
50,dramatic,2884
50,dtexas,3425
50,dwis,3426
50,early,756
50,eastern,1077
50,eastwest,3427
50,edge,2772
50,efforts,760
50,eliminate,3428
50,end,913
50,end,913
50,end,913
50,equipment,1256
50,europe,2379
50,europe,2379
50,europe,2379
50,europe,2379
50,europe,2379
50,exactly,3429
50,explaining,1509
50,face,1837
50,far,386
50,fight,3430
50,first,55
50,follows,3313
50,force,531
50,forces,772
50,forces,772
50,forces,772
50,forces,772
50,foreign,234
50,foreign,234
50,george,63
50,gift,3431
50,go,240
50,gorbachev,2266
50,gorbachev,2266
50,gorbachev,2266
50,gorbachev,2266
50,gorbachev,2266
50,gorbachevs,2267
50,gorbachevs,2267
50,gorbachevs,2267
50,gorbachevs,2267
50,gorbachevs,2267
50,gorbachevs,2267
50,government,241
50,havent,3432
50,heard,403
50,hearing,1740
50,hopes,3371
50,house,785
50,house,785
50,i,79
50,impact,1943
50,important,246
50,improvements,3433
50,incoming,3434
50,insisting,3435
50,interesting,3436
50,jim,1747
50,john,1363
50,just,87
50,just,87
50,large,1949
50,largely,1950
50,last,95
50,lead,1537
50,leader,1041
50,leader,1041
50,leader,1041
50,legislators,3437
50,legislators,3437
50,les,3438
50,levels,2980
50,levels,2980
50,lot,102
50,made,261
50,majority,996
50,make,262
50,member,1047
50,member,1047
50,mikhail,2299
50,military,557
50,military,557
50,military,557
50,military,557
50,mind,1430
50,mitchell,3439
50,mitchell,3439
50,momentum,3440
50,moscow,2301
50,mr,2574
50,nations,1654
50,need,2575
50,need,2575
50,negotiate,2149
50,negotiations,2151
50,negotiators,2152
50,note,1223
50,noted,2153
50,noted,2153
50,nuclear,2795
50,nuclear,2795
50,number,568
50,numbers,2068
50,numbers,2068
50,numbers,2068
50,offensive,3441
50,offensive,3441
50,officials,814
50,older,1438
50,onehalf,3442
50,onehalf,3442
50,openings,3443
50,opportunity,2577
50,pell,3444
50,pell,3444
50,pell,3444
50,percent,280
50,pieces,653
50,plan,829
50,pledge,3445
50,politically,3446
50,positive,2642
50,positive,2642
50,praised,3447
50,process,2159
50,promised,295
50,promised,295
50,promised,295
50,proposals,296
50,proposals,296
50,public,298
50,quite,3448
50,race,1188
50,reacted,3449
50,real,1984
50,real,1984
50,really,2910
50,reduce,1664
50,reduction,1667
50,reduction,1667
50,relations,306
50,relations,306
50,renewed,851
50,reorganization,3450
50,reorganize,3451
50,rep,3452
50,republican,1189
50,republican,1189
50,rkan,3453
50,russian,3454
50,saying,314
50,see,146
50,see,146
50,see,146
50,see,146
50,seeing,1795
50,seen,2859
50,seen,2859
50,sen,1584
50,sen,1584
50,sen,1584
50,sen,1584
50,sen,1584
50,senate,859
50,senate,859
50,senate,859
50,senate,859
50,services,1994
50,services,1994
50,services,1994
50,session,2175
50,signal,1801
50,significant,3455
50,simply,2516
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviet,1805
50,soviets,2330
50,soviets,2330
50,soviets,2330
50,soviets,2330
50,speaker,3456
50,speech,2331
50,speech,2331
50,speech,2331
50,speech,2331
50,start,1594
50,statement,960
50,statement,960
50,statements,2337
50,states,326
50,step,870
50,strength,1199
50,structure,2006
50,take,329
50,talks,878
50,tanks,2084
50,tell,1598
50,tell,1598
50,thought,337
50,three,171
50,tim,3457
50,times,965
50,times,965
50,top,466
50,top,466
50,troop,3458
50,troop,3458
50,troop,3458
50,troops,885
50,two,887
50,un,1604
50,union,1008
50,united,469
50,united,469
50,urge,3459
50,vienna,3460
50,view,891
50,wanted,473
50,war,344
50,war,344
50,warned,3461
50,warner,3462
50,warner,3462
50,wars,3463
50,weapons,2095
50,weapons,2095
50,weapons,2095
50,wednesday,345
50,welcome,898
50,welcomed,2822
50,west,628
50,words,1879
50,words,1879
50,words,1879
50,words,1879
50,world,672
50,wright,3464
50,wright,3464
50,years,184
50,youre,3465
51,announced,488
51,appeal,685
51,attended,1020
51,authorities,13
51,beating,3148
51,black,497
51,black,497
51,black,497
51,black,497
51,blacks,1144
51,botha,3466
51,burt,3467
51,burt,3467
51,burt,3467
51,called,363
51,clear,371
51,collaborating,3468
51,complained,3469
51,convicted,504
51,convicted,504
51,corp,1630
51,countrys,506
51,court,507
51,court,507
51,crime,3053
51,date,509
51,death,36
51,defense,741
51,defense,741
51,development,221
51,established,764
51,execution,3470
51,faces,1935
51,fire,51
51,gave,1939
51,government,241
51,hanging,3369
51,henry,537
51,highest,1035
51,innocent,3471
51,june,2937
51,killing,2289
51,killing,2289
51,killing,2289
51,last,95
51,lift,418
51,like,97
51,look,2569
51,make,262
51,man,263
51,meeting,106
51,method,3472
51,motive,109
51,neck,1842
51,night,935
51,nuclear,2795
51,placing,3473
51,pleaded,3105
51,policeman,3474
51,policeman,3474
51,president,292
51,pw,3475
51,radicals,3476
51,radicals,3476
51,rejected,846
51,residents,1090
51,rising,2505
51,ruling,3477
51,says,315
51,scores,2075
51,sentence,3113
51,sentence,3113
51,setting,3478
51,sgt,2076
51,slaying,3479
51,soldier,3480
51,staterun,3481
51,suspected,3482
51,tire,3483
51,today,619
51,todays,620
51,trial,3256
51,trial,3256
51,trying,175
51,upheld,3484
51,white,899
51,white,899
51,white,899
51,work,346
51,worked,477
51,year,182
52,add,348
52,afternoon,2653
52,appeared,8
52,average,1618
52,brokerage,1898
52,close,207
52,close,207
52,close,207
52,close,207
52,compared,1347
52,county,2666
52,created,733
52,dow,2466
52,economic,758
52,eduard,2885
52,ended,1502
52,equity,3485
52,european,3486
52,exchange,522
52,exchange,522
52,fell,2259
52,fell,2259
52,financial,1642
52,financial,1642
52,financial,1642
52,financial,1642
52,firm,3269
52,foreign,234
52,general,239
52,index,1272
52,index,1272
52,index,1272
52,industrial,1273
52,john,1363
52,jones,2486
52,london,554
52,london,554
52,londons,3487
52,losses,3488
52,lower,1283
52,makes,1284
52,markets,1286
52,markets,1286
52,million,268
52,million,268
52,minister,269
52,nervous,1553
52,news,564
52,percent,280
52,points,1300
52,points,1300
52,points,1300
52,pressure,837
52,prices,583
52,resignation,3489
52,resignation,3489
52,reversing,1225
52,reynolds,3490
52,session,2175
52,share,1675
52,share,1675
52,share,1675
52,share,1675
52,share,1675
52,shares,3283
52,shares,3283
52,shevardnadze,2919
52,soviet,1805
52,stock,612
52,street,2592
52,street,2592
52,thursday,964
52,times,965
52,times,965
52,timesstock,3491
52,uncertainty,3492
52,uncertainty,3492
52,volume,3493
52,wall,176
52,wall,176
52,wednesday,345
53,absorbed,3494
53,accused,675
53,agreement,2099
53,alaska,3495
53,allow,2101
53,allowed,901
53,approach,1477
53,arthur,3496
53,arthur,3496
53,assess,3497
53,assigned,2358
53,attorney,197
53,attributed,1234
53,authorities,13
53,authorities,13
53,authorities,13
53,bird,634
53,birds,3498
53,borough,3499
53,campaign,1485
53,cause,2452
53,certification,3500
53,certification,3500
53,certification,3500
53,certification,3500
53,city,368
53,claim,1345
53,claims,3501
53,cleanup,3502
53,cleanup,3502
53,cleanup,3502
53,cleanup,3502
53,clear,371
53,coast,907
53,comments,210
53,company,211
53,company,211
53,company,211
53,completed,1703
53,conducting,1706
53,confirm,3503
53,confirmed,3504
53,cooperating,1906
53,corp,1630
53,costs,1909
53,damage,2043
53,damage,2043
53,defended,3149
53,defended,3149
53,democrat,3505
53,deny,3506
53,department,744
53,department,744
53,detection,3507
53,determine,3508
53,determined,2374
53,disaster,3509
53,dollar,1248
53,duty,3510
53,east,2254
53,elected,1027
53,environmental,3511
53,equipment,1256
53,equipment,1256
53,error,3512
53,established,764
53,expense,1639
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,exxon,3513
53,factor,3514
53,failure,2965
53,figure,1409
53,fire,51
53,fish,1937
53,fish,1937
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,florio,3515
53,fulfill,3516
53,gallon,2391
53,gallons,2936
53,general,239
53,george,63
53,going,399
53,gov,2777
53,governor,1161
53,ground,2052
53,handling,243
53,hands,402
53,happening,3517
53,heating,1646
53,help,784
53,hit,1268
53,human,2733
53,i,79
53,ignored,3316
53,important,246
53,impression,3518
53,inclined,3519
53,information,3032
53,investigation,83
53,investigation,83
53,island,1946
53,james,1947
53,jan,1038
53,jersey,3376
53,jersey,3376
53,jersey,3376
53,jim,1747
53,jurisdiction,3520
53,kill,3521
53,kill,3521
53,lab,1749
53,lack,2142
53,lacked,2787
53,last,95
53,lax,3522
53,leak,3523
53,learned,3524
53,leo,3525
53,lies,2292
53,make,262
53,march,1959
53,million,268
53,new,563
53,new,563
53,new,563
53,new,563
53,new,563
53,new,563
53,new,563
53,obtained,3526
53,ohio,1555
53,oil,276
53,oil,276
53,oil,276
53,ongoing,3527
53,operate,3528
53,operator,3529
53,operator,3529
53,operators,3530
53,operators,3530
53,piece,3104
53,pipe,3531
53,pipe,3531
53,pipeline,283
53,pipeline,283
53,pipeline,283
53,pipelines,2908
53,portion,288
53,possible,1977
53,potential,2315
53,prince,3532
53,problems,1778
53,protection,943
53,pulled,3533
53,referring,3000
53,refinery,3534
53,reiterated,3535
53,removing,3536
53,required,945
53,required,945
53,responding,596
53,response,2421
53,responsibilities,3537
53,restore,2422
53,run,311
53,sanctuary,2917
53,say,1379
53,scientists,1793
53,serious,150
53,shares,3283
53,shift,1585
53,slow,3006
53,sooner,2000
53,sound,864
53,spill,3538
53,spill,3538
53,spill,3538
53,spill,3538
53,spill,3538
53,spilled,3539
53,spilled,3539
53,spokesman,160
53,state,868
53,state,868
53,strategy,2080
53,strong,1200
53,supervisor,3540
53,supervisor,3540
53,tests,3541
53,tests,3541
53,time,338
53,today,619
53,trained,3542
53,trust,1603
53,tuesday,623
53,valdez,3543
53,valdez,3543
53,valdez,3543
53,valdez,3543
53,warnings,3544
53,waterway,3545
53,waterway,3545
53,whats,3546
53,william,629
53,wipe,3547
53,work,346
53,year,182
53,york,632
53,york,632
53,york,632
53,york,632
54,addition,1882
54,adventure,3548
54,age,481
54,age,481
54,ago,3
54,airborne,3549
54,americans,683
54,americans,683
54,anniversary,3550
54,association,1334
54,associations,1392
54,attracted,2722
54,aviv,3551
54,back,356
54,beach,3552
54,beach,3552
54,beer,1394
54,better,360
54,boca,3553
54,britons,3554
54,broke,1073
54,c,3555
54,came,206
54,chicagobased,3556
54,christ,3557
54,combat,1148
54,company,211
54,costa,731
54,costa,731
54,crazy,217
54,denmark,3558
54,didnt,38
54,drifted,3559
54,drinking,2376
54,drop,3560
54,eating,3561
54,everybody,3366
54,express,3562
54,face,1837
54,fear,1259
54,feel,1513
54,fine,3563
54,first,55
54,five,530
54,five,530
54,fla,3564
54,founding,3565
54,fruits,3566
54,germans,3567
54,germany,2263
54,get,396
54,group,242
54,group,242
54,guys,2678
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,i,79
54,im,646
54,im,646
54,international,792
54,israel,252
54,israel,252
54,israel,252
54,israels,254
54,jim,1747
54,jump,1277
54,jump,1277
54,jump,1277
54,jump,1277
54,jump,1277
54,jumped,1278
54,jumping,3568
54,just,87
54,just,87
54,karl,3569
54,korean,3570
54,landed,549
54,last,95
54,last,95
54,left,551
54,leg,3571
54,leg,3571
54,little,99
54,live,2293
54,lost,1044
54,make,262
54,march,1959
54,mark,3188
54,mediterranean,3572
54,members,997
54,miles,1048
54,mission,1761
54,moved,426
54,nh,3573
54,november,1295
54,oldest,3574
54,organized,1001
54,overcome,3575
54,owner,3191
54,participated,3576
54,physician,3577
54,place,437
54,place,437
54,prove,3578
54,raton,3579
54,retired,1191
54,river,3580
54,safely,3581
54,scared,3112
54,second,1447
54,see,146
54,sense,1796
54,show,1799
54,singapore,955
54,sitting,3582
54,smoking,3583
54,solidarity,2329
54,south,958
54,support,1007
54,table,3393
54,taiwan,3584
54,tel,3585
54,tell,1598
54,th,169
54,theres,665
54,thinks,2597
54,third,170
54,thought,337
54,three,171
54,times,965
54,tried,468
54,tuesday,623
54,tuesdays,2601
54,veterans,2648
54,veterans,2648
54,view,891
54,walked,472
54,wanted,473
54,wanted,473
54,wanted,473
54,war,344
54,west,628
54,west,628
54,years,184
55,accuses,3586
55,accusing,3587
55,additional,678
55,administered,3588
55,admitted,2226
55,agent,3207
55,agents,3208
55,agents,3208
55,allegations,3589
55,applicants,3590
55,applicants,3590
55,attorney,197
55,bar,3591
55,bar,3591
55,bar,3591
55,bar,3591
55,bar,3591
55,bar,3591
55,bar,3591
55,bar,3591
55,calif,1698
55,california,706
55,cassette,3592
55,chicago,3026
55,claims,3501
55,committees,3593
55,company,211
55,company,211
55,company,211
55,conference,1488
55,copyright,3594
55,cost,2113
55,cost,2113
55,courses,3595
55,damages,3217
55,denied,219
55,essay,3596
55,exam,3597
55,exam,3597
55,exam,3597
55,examination,3598
55,examination,3598
55,examiners,3599
55,exams,3600
55,exams,3600
55,fail,2964
55,federal,48
55,filed,1936
55,filed,1936
55,filed,1936
55,form,3314
55,friday,61
55,giving,776
55,graduates,3601
55,hand,2270
55,inc,248
55,indiana,1532
55,integrity,3602
55,integrity,3602
55,iowa,3603
55,judges,3604
55,last,95
55,law,798
55,law,798
55,law,798
55,lawsuit,1952
55,lawsuit,1952
55,lawsuit,1952
55,legal,928
55,living,802
55,materials,2406
55,monica,3605
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,multistate,3606
55,name,112
55,names,113
55,national,560
55,nations,1654
55,noted,2153
55,operates,3607
55,philadelphia,3608
55,portions,3609
55,practice,3334
55,preliminary,3610
55,preliminary,3610
55,preparation,3611
55,prepared,441
55,president,292
55,process,2159
55,professional,3335
55,professors,3612
55,public,298
55,quality,1982
55,questions,3613
55,questions,3613
55,questions,3613
55,questions,3613
55,questions,3613
55,questions,3613
55,recorded,1309
55,released,847
55,releases,2419
55,responsibility,1190
55,review,1991
55,review,1991
55,review,1991
55,reviewed,3614
55,reviewing,3615
55,right,598
55,robert,310
55,santa,3616
55,section,3617
55,section,3617
55,seeks,3618
55,sending,3619
55,service,1131
55,six,1194
55,sixday,3620
55,states,326
55,states,326
55,states,326
55,stealing,611
55,students,163
55,studies,3621
55,subjects,3622
55,suit,3252
55,suit,3252
55,suit,3252
55,suit,3252
55,suit,3252
55,tape,3623
55,tapes,3624
55,test,1818
55,test,1818
55,tests,3541
55,tests,3541
55,three,171
55,twice,3034
55,undermining,3625
55,unspecified,3260
55,washington,893
55,won,900
55,written,1613
55,year,182
55,year,182
55,year,182
56,actions,3398
56,advisers,681
56,agreement,2099
56,agreement,2099
56,agreements,3626
56,agreements,3626
56,agreements,3626
56,aide,1137
56,allowing,2654
56,anonymity,190
56,arms,2608
56,bare,3627
56,bone,3628
56,briefed,701
56,bush,1481
56,bush,1481
56,cast,2238
56,celebration,3629
56,citing,3630
56,condition,33
56,cultural,3631
56,designed,1711
56,devoted,3632
56,doubt,1924
56,dow,2466
56,eastwest,3427
56,economic,758
56,education,1156
56,emigration,3633
56,enact,3634
56,essentials,3635
56,exactly,3429
56,failure,2965
56,final,1515
56,free,3077
56,gorbachev,2266
56,gorbachev,2266
56,happen,3084
56,hard,644
56,house,785
56,issue,1221
56,leaves,3636
56,legislation,3637
56,likely,1281
56,lithuania,3638
56,meet,1287
56,mikhail,2299
56,nuclear,2795
56,obstacles,3639
56,official,275
56,official,275
56,official,275
56,official,275
56,overcome,3575
56,preparations,3640
56,president,292
56,president,292
56,program,654
56,progress,3641
56,prospects,2997
56,relations,306
56,remaining,2504
56,reporters,852
56,senior,147
56,sign,1996
56,sign,1996
56,sign,1996
56,soviet,1805
56,soviet,1805
56,soviets,2330
56,speaking,323
56,stand,3642
56,state,868
56,statement,960
56,summit,3643
56,summit,3643
56,summit,3643
56,talks,878
56,today,619
56,top,466
56,trade,967
56,trade,967
56,trying,175
56,uncertain,3644
56,ussoviet,3645
56,ussoviet,3645
56,week,894
56,went,177
56,white,899
56,work,346
57,activities,2824
57,ago,3
57,allegations,3589
57,amid,487
57,anniversary,3550
57,anniversary,3550
57,annual,1232
57,antisemitism,3646
57,antisemitism,3646
57,antisemitism,3646
57,antisemitism,3646
57,antisemitism,3646
57,approaches,3647
57,april,1858
57,arab,2019
57,arab,2019
57,arms,2608
57,army,689
57,atrocities,3648
57,attend,3649
57,ban,1337
57,ban,1337
57,ban,1337
57,berlin,3650
57,berlin,3650
57,berlin,3650
57,berlin,3650
57,berlin,3650
57,berlin,3650
57,berlin,3650
57,bronfman,3651
57,bronfman,3651
57,bronfman,3651
57,bronfman,3651
57,bronfman,3651
57,camp,2235
57,capital,1022
57,ceremony,1396
57,ceremony,1396
57,chief,27
57,come,208
57,come,208
57,communist,2192
57,community,2761
57,community,2761
57,conference,1488
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,congress,720
57,countries,505
57,countries,505
57,country,732
57,country,732
57,created,733
57,dangers,3652
57,day,218
57,dealing,738
57,death,36
57,decades,3653
57,declined,1245
57,declined,1245
57,delegates,3654
57,delegates,3654
57,delegates,3654
57,delegates,3654
57,denied,219
57,denied,219
57,department,744
57,departments,2463
57,director,2933
57,driven,3655
57,east,2254
57,east,2254
57,east,2254
57,east,2254
57,east,2254
57,eastern,1077
57,eastern,1077
57,economic,758
57,economic,758
57,economic,758
57,economic,758
57,economies,3656
57,edgar,3657
57,effect,229
57,emigrate,3658
57,emigration,3633
57,emphasized,3659
57,enemies,3660
57,engaged,3661
57,entry,3662
57,europe,2379
57,europe,2379
57,european,3486
57,european,3486
57,events,45
57,executive,3221
57,expected,1723
57,feeling,3663
57,feeling,3663
57,fight,3430
57,final,1515
57,first,55
57,followed,3031
57,foreigners,3664
57,foreigners,3664
57,forever,3074
57,founded,392
57,fueled,3665
57,fueled,3665
57,german,2262
57,germany,2263
57,germany,2263
57,germany,2263
57,germany,2263
57,germany,2263
57,germany,2263
57,germany,2263
57,germany,2263
57,germanys,2264
57,goes,1111
57,going,399
57,going,399
57,going,399
57,government,241
57,government,241
57,government,241
57,growing,992
57,growing,992
57,guarded,3081
57,hard,644
57,head,2272
57,head,2272
57,headquarters,1524
57,heavily,3666
57,holocaust,2276
57,home,404
57,home,404
57,huge,1163
57,huge,1163
57,hundreds,2682
57,ii,2278
57,ii,2278
57,important,246
57,increased,1270
57,increasing,2482
57,indications,3667
57,indications,3667
57,insults,3668
57,investigations,3669
57,involved,922
57,israel,252
57,israel,252
57,israeli,253
57,israels,254
57,issued,2140
57,jan,1038
57,january,2485
57,jew,3670
57,jewish,544
57,jewish,544
57,jewish,544
57,jewish,544
57,jewish,544
57,jewish,544
57,jewish,544
57,jewish,544
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jews,3671
57,jobless,3672
57,justice,3092
57,justice,3092
57,keeps,3231
57,kicked,3673
57,killed,91
57,kurt,3674
57,kurt,3674
57,large,1949
57,leader,1041
57,leaders,995
57,leaders,995
57,leaders,995
57,leading,1279
57,learn,3675
57,leaving,3676
57,lech,2291
57,lessons,3677
57,lifting,3678
57,list,2403
57,list,2403
57,look,2569
57,lowest,3679
57,m,2060
57,m,2060
57,main,103
57,man,263
57,mans,3680
57,meeting,106
57,meeting,106
57,meeting,106
57,meeting,106
57,member,1047
57,million,268
57,million,268
57,minister,269
57,monday,423
57,monday,423
57,months,933
57,nations,1654
57,nazi,2302
57,nazi,2302
57,nazi,2302
57,nazi,2302
57,nazis,2303
57,nazis,2303
57,nazis,2303
57,neal,3681
57,need,2575
57,new,563
57,news,564
57,office,433
57,officer,1181
57,official,275
57,official,275
57,officials,814
57,officials,814
57,officials,814
57,opened,1182
57,organization,571
57,outside,120
57,parliament,2307
57,participate,2906
57,past,574
57,past,574
57,people,124
57,people,124
57,people,124
57,people,124
57,percent,280
57,persecution,3682
57,persecution,3682
57,persecution,3682
57,place,437
57,planned,284
57,plotted,3683
57,plotted,3683
57,point,285
57,poland,2310
57,policy,2313
57,present,2583
57,president,292
57,president,292
57,prime,584
57,put,299
57,reached,302
57,reasons,2999
57,rebuffed,3684
57,recall,3685
57,recently,655
57,reich,3686
57,rejected,846
57,religious,3687
57,remain,849
57,remains,1989
57,removed,2911
57,repeated,3688
57,requests,3689
57,response,2421
57,right,598
57,rightwing,1059
57,rise,1314
57,role,3690
57,romania,3691
57,romania,3691
57,sales,312
57,say,1379
57,say,1379
57,saying,314
57,saying,314
57,search,3692
57,second,1447
57,see,146
57,sees,317
57,sell,318
57,shamir,3693
57,short,1798
57,shouting,3694
57,site,2807
57,situation,862
57,six,1194
57,socalled,1803
57,solidarity,2329
57,solution,3695
57,soviet,1805
57,soviet,1805
57,soviet,1805
57,speak,1590
57,special,659
57,speech,2331
57,statements,2337
57,states,326
57,strong,1200
57,sunday,461
57,surrender,3696
57,survivor,3697
57,switzerland,3698
57,takes,663
57,teach,3699
57,tens,3700
57,th,169
57,theyre,3701
57,third,170
57,third,170
57,thousands,618
57,thousands,618
57,threeday,2181
57,time,338
57,told,339
57,traumatic,3702
57,tried,468
57,tuesday,623
57,turned,1851
57,unconditional,3703
57,unfortunately,3704
57,union,1008
57,united,469
57,united,469
57,villa,3705
57,villa,3705
57,visit,2347
57,visit,2347
57,visited,1606
57,waldheim,3706
57,waldheim,3706
57,waldheim,3706
57,waldheim,3706
57,waldheim,3706
57,walesa,2348
57,war,344
57,war,344
57,war,344
57,warned,3461
57,washington,893
57,watch,1611
57,weapons,2095
57,wellknown,3707
57,went,177
57,west,628
57,west,628
57,west,628
57,west,628
57,world,672
57,world,672
57,world,672
57,world,672
57,world,672
57,worldwide,3708
57,wrongdoing,347
57,years,184
57,yitzhak,3709
57,youths,186
58,abc,3710
58,abc,3710
58,abcs,3711
58,abcs,3711
58,abcs,3711
58,absence,3712
58,air,483
58,analysts,1885
58,announced,488
58,attributed,1234
58,available,695
58,average,1618
58,averaged,3023
58,awaiting,3713
58,barr,3714
58,bill,2756
58,cable,3715
58,cbs,3716
58,cbs,3716
58,cbs,3716
58,cited,3717
58,comedy,3718
58,comedy,3718
58,coming,638
58,competition,2931
58,consecutive,1243
58,cosby,3719
58,cosby,3719
58,cosby,3719
58,days,379
58,decline,1915
58,drop,3560
58,easily,3720
58,edged,2468
58,ended,1502
58,events,45
58,factors,3721
58,family,46
58,far,386
58,fifth,3722
58,figures,529
58,figures,529
58,final,1515
58,final,1515
58,first,55
58,flat,1262
58,fledgling,3723
58,four,60
58,fox,3724
58,homes,1081
58,independent,1648
58,last,95
58,last,95
58,monday,423
58,nbc,3725
58,nbc,3725
58,nbc,3725
58,nbc,3725
58,nbcs,562
58,nbcs,562
58,nbcs,562
58,network,1765
58,network,1765
58,nine,1294
58,percent,280
58,percent,280
58,percent,280
58,place,437
58,place,437
58,point,285
58,point,285
58,previous,1776
58,prime,584
58,primetime,3726
58,rating,3337
58,ratings,3338
58,ratings,3338
58,ratings,3338
58,ratings,3338
58,ratings,3338
58,ratings,3338
58,ratings,3338
58,represents,3727
58,research,3728
58,research,3728
58,say,1379
58,season,3729
58,season,3729
58,season,3729
58,season,3729
58,season,3729
58,season,3729
58,season,3729
58,season,3729
58,seasons,1674
58,seasons,1674
58,second,1447
58,second,1447
58,series,2430
58,series,2430
58,series,2430
58,show,1799
58,show,1799
58,six,1194
58,sports,3730
58,starring,3731
58,stations,1810
58,straight,2521
58,summer,1067
58,sunday,461
58,third,170
58,third,170
58,three,171
58,three,171
58,three,171
58,time,338
58,tuesday,623
58,tuesday,623
58,two,887
58,week,894
58,win,2606
58,wont,1466
58,world,672
58,wound,1228
59,administration,679
59,air,483
59,air,483
59,allen,6
59,ambassador,3732
59,america,1476
59,america,1476
59,america,1476
59,american,485
59,american,485
59,americans,683
59,americans,683
59,americans,683
59,americans,683
59,americans,683
59,anniversary,3550
59,arrested,9
59,arrests,3733
59,audience,3734
59,available,695
59,away,355
59,baltimore,490
59,base,492
59,base,492
59,blood,3043
59,blood,3043
59,bush,1481
59,called,363
59,called,363
59,cambridge,2725
59,capital,1022
59,capital,1022
59,carried,23
59,catholic,3735
59,celebrate,3736
59,central,711
59,central,711
59,central,711
59,central,711
59,central,711
59,central,711
59,city,368
59,city,368
59,come,208
59,comment,209
59,compound,3737
59,congressional,2242
59,conn,3738
59,countries,505
59,creek,3739
59,dale,3740
59,dangerous,1349
59,day,218
59,dc,737
59,declaration,3741
59,declaring,2116
59,demanding,3742
59,demonstrated,2727
59,demonstrators,2728
59,demonstrators,2728
59,demonstrators,2728
59,demonstrators,2728
59,domination,3743
59,early,756
59,eight,1254
59,embassy,2840
59,embassy,2840
59,embassy,2840
59,embassy,2840
59,embassy,2840
59,evening,1505
59,expelled,3744
59,forces,772
59,forces,772
59,four,60
59,four,60
59,four,60
59,four,60
59,four,60
59,front,393
59,front,393
59,gates,3745
59,gates,3745
59,gates,3745
59,george,63
59,group,242
59,group,242
59,group,242
59,guatemala,781
59,guatemala,781
59,guatemala,781
59,hartford,3746
59,hartford,3746
59,held,1034
59,held,1034
59,held,1034
59,held,1034
59,honduran,3747
59,honduras,3748
59,honor,1416
59,identification,2634
59,identified,80
59,identified,80
59,immediately,1531
59,immediately,1531
59,independence,3749
59,independence,3749
59,independence,3749
59,independence,3749
59,jail,3750
59,james,1947
59,john,1363
59,john,1363
59,john,1363
59,join,3751
59,looked,1753
59,made,261
59,maj,3752
59,manuel,803
59,mark,3188
59,mass,2295
59,mass,2295
59,md,3753
59,medal,3754
59,michel,3755
59,miles,1048
59,miles,1048
59,names,113
59,national,560
59,nonviolent,3756
59,northwest,2304
59,officers,117
59,officials,814
59,organized,1001
59,pa,572
59,palmerola,3757
59,passports,3758
59,patricia,3759
59,people,124
59,police,126
59,police,126
59,policy,2313
59,policy,2313
59,policy,2313
59,president,292
59,president,292
59,priest,3760
59,prison,1187
59,project,294
59,protest,3761
59,protest,3761
59,protest,3761
59,protest,3761
59,protested,3762
59,protests,3763
59,public,298
59,reached,302
59,read,2165
59,reagan,591
59,reagan,591
59,resistance,3004
59,roman,3764
59,sara,3765
59,security,452
59,security,452
59,service,1131
59,spain,3766
59,spain,3766
59,spokesman,160
59,spokesman,160
59,staged,3767
59,steps,2004
59,steps,2004
59,story,3123
59,tegucigalpa,3768
59,thats,332
59,threw,3769
59,threw,3769
59,thursday,964
59,time,338
59,vice,341
59,vietnam,2092
59,washington,893
59,washington,893
59,washingtons,3770
59,wednesday,345
59,wednesday,345
59,west,628
59,weve,2096
59,winner,1463
59,years,184
60,average,1618
60,closed,1853
60,exchange,522
60,nikkei,1854
60,percent,280
60,points,1300
60,stock,612
60,stock,612
60,thursday,964
60,tokyo,1855
61,account,674
61,acquired,1857
61,acquired,1857
61,acquisition,3771
61,agreed,2098
61,agreed,2098
61,agreement,2099
61,agreement,2099
61,alkaline,3772
61,alkaline,3772
61,alkaline,3772
61,alkaline,3772
61,analyst,1884
61,analysts,1885
61,analysts,1885
61,announced,488
61,annual,1232
61,asset,1889
61,association,1334
61,attract,3773
61,attracted,2722
61,available,695
61,back,356
61,batteries,3774
61,batteries,3774
61,batteries,3774
61,batteries,3774
61,battery,3775
61,battery,3775
61,battery,3775
61,battery,3775
61,billion,201
61,billion,201
61,billion,201
61,billion,201
61,billion,201
